date,cash,transaction_cost,market_value,total_value,position_pnl,trading_pnl,daily_pnl,margin
2010-04-21,9145109.341,980.109,-9803540.0,9831357.141,0.0,-2450.885,-3430.994,686247.8
2010-04-22,9200214.341,0.0,-9752040.0,9882857.141,51500.0,0.0,51500.0,682642.8
2010-04-23,9186989.141,0.0,-9764400.0,9870497.141,-12360.0,0.0,-12360.0,683508.0
2010-04-26,9200214.341,0.0,-9752040.0,9882857.141,12360.0,0.0,12360.0,682642.8
2010-04-27,9323649.541,0.0,-9636680.0,9998217.141,115360.0,0.0,115360.0,674567.6
2010-04-28,9522027.541,0.0,-9451280.0,10183617.141,185400.0,0.0,185400.0,661589.6
2010-04-29,9533048.541,0.0,-9440980.0,10193917.141,10300.0,0.0,10300.0,660868.6
2010-04-30,10083455.068,955.049,0.0,10083455.068,-107120.0,-2387.025,-110462.074,0.0
2010-05-04,10083455.068,0.0,0.0,10083455.068,0.0,0.0,0.0,0.0
2010-05-05,9376404.051,1004.797,-10050480.0,10079937.651,0.0,-2512.62,-3517.417,703533.6
2010-05-06,9413383.251,0.0,-10015920.0,10114497.651,34560.0,0.0,34560.0,701114.4
2010-05-07,9626013.651,0.0,-9817200.0,10313217.651,198720.0,0.0,198720.0,687204.0
2010-05-10,9651436.851,0.0,-9793440.0,10336977.651,23760.0,0.0,23760.0,685540.8
2010-05-11,9778552.851,0.0,-9674640.0,10455777.651,118800.0,0.0,118800.0,677224.8
2010-05-12,9947270.451,0.0,-9516960.0,10613457.651,157680.0,0.0,157680.0,666187.2
2010-05-13,9961137.651,0.0,-9504000.0,10626417.651,12960.0,0.0,12960.0,665280.0
2010-05-14,10037407.251,0.0,-9432720.0,10697697.651,71280.0,0.0,71280.0,660290.4
2010-05-17,10455734.451,0.0,-9041760.0,11088657.651,390960.0,0.0,390960.0,632923.2
2010-05-18,10402576.851,0.0,-9091440.0,11038977.651,-49680.0,0.0,-49680.0,636400.8
2010-05-19,10370220.051,0.0,-9121680.0,11008737.651,-30240.0,0.0,-30240.0,638517.6
2010-05-20,10305506.451,0.0,-9182160.0,10948257.651,-60480.0,0.0,-60480.0,642751.2
2010-05-21,10358664.051,0.0,-9132480.0,10997937.651,49680.0,0.0,49680.0,639273.6
2010-05-24,10800273.01,932.921,0.0,10800273.01,-194400.0,-2331.72,-197664.641,0.0
2010-05-25,10800273.01,0.0,0.0,10800273.01,0.0,0.0,0.0,0.0
2010-05-26,10042924.575,1076.275,-10765440.0,10796505.375,0.0,-2691.36,-3767.635,753580.8
2010-05-27,10048317.375,0.0,-10760400.0,10801545.375,5040.0,0.0,5040.0,753228.0
2010-05-28,10086066.975,0.0,-10725120.0,10836825.375,35280.0,0.0,35280.0,750758.4
2010-05-31,10196619.375,0.0,-10621800.0,10940145.375,103320.0,0.0,103320.0,743526.0
2010-06-01,10296386.175,0.0,-10528560.0,11033385.375,93240.0,0.0,93240.0,736999.2
2010-06-02,10277511.375,0.0,-10546200.0,11015745.375,-17640.0,0.0,-17640.0,738234.0
2010-06-03,10237065.375,0.0,-10584000.0,10977945.375,-37800.0,0.0,-37800.0,740880.0
2010-06-04,10290993.375,0.0,-10533600.0,11028345.375,50400.0,0.0,50400.0,737352.0
2010-06-07,10719720.975,0.0,-10132920.0,11429025.375,400680.0,0.0,400680.0,709304.4
2010-06-08,10611864.975,0.0,-10233720.0,11328225.375,-100800.0,0.0,-100800.0,716360.4
2010-06-09,11218766.271,1034.214,0.0,11218766.271,-105840.0,-2584.89,-109459.104,0.0
2010-06-10,11218766.271,0.0,0.0,11218766.271,0.0,0.0,0.0,0.0
2010-06-11,10432118.478,1117.912,-11181920.0,11214852.878,0.0,-2795.48,-3913.392,782734.4
2010-06-17,10429208.078,0.0,-11184640.0,11212132.878,-2720.0,0.0,-2720.0,782924.8
2010-06-18,10499057.678,0.0,-11119360.0,11277412.878,65280.0,0.0,65280.0,778355.2
2010-06-21,11069449.419,1132.619,0.0,11069449.419,-204000.0,-2830.84,-207963.459,0.0
2010-06-22,11069449.419,0.0,0.0,11069449.419,0.0,0.0,0.0,0.0
2010-06-23,10291603.815,1105.404,-11056800.0,11065579.815,0.0,-2764.2,-3869.604,773976.0
2010-06-24,10230710.115,0.0,-11113710.0,11008669.815,-56910.0,0.0,-56910.0,777959.7
2010-06-25,10280005.015,0.0,-11067640.0,11054739.815,46070.0,0.0,46070.0,774734.8
2010-06-28,10410491.515,0.0,-10945690.0,11176689.815,121950.0,0.0,121950.0,766198.3
2010-06-29,10540978.015,0.0,-10823740.0,11298639.815,121950.0,0.0,121950.0,757661.8
2010-06-30,10567075.315,0.0,-10799350.0,11323029.815,24390.0,0.0,24390.0,755954.5
2010-07-01,10639567.815,0.0,-10731600.0,11390779.815,67750.0,0.0,67750.0,751212.0
2010-07-02,10596072.315,0.0,-10772250.0,11350129.815,-40650.0,0.0,-40650.0,754057.5
2010-07-05,10555476.515,0.0,-10810190.0,11312189.815,-37940.0,0.0,-37940.0,756713.3
2010-07-06,10627969.015,0.0,-10742440.0,11379939.815,67750.0,0.0,67750.0,751970.8
2010-07-07,10625069.315,0.0,-10745150.0,11377229.815,-2710.0,0.0,-2710.0,752160.5
2010-07-08,10712060.315,0.0,-10663850.0,11458529.815,81300.0,0.0,81300.0,746469.5
2010-07-09,10668564.815,0.0,-10704500.0,11417879.815,-40650.0,0.0,-40650.0,749315.0
2010-07-12,10688862.715,0.0,-10685530.0,11436849.815,18970.0,0.0,18970.0,747987.1
2010-07-13,10764254.915,0.0,-10615070.0,11507309.815,70460.0,0.0,70460.0,743054.9
2010-07-14,10796151.615,0.0,-10585260.0,11537119.815,29810.0,0.0,29810.0,740968.2
2010-07-15,10787452.515,0.0,-10593390.0,11528989.815,-8130.0,0.0,-8130.0,741537.3
2010-07-16,10767154.615,0.0,-10612360.0,11510019.815,-18970.0,0.0,-18970.0,742865.2
2010-07-19,11370757.796,1075.055,0.0,11370757.796,-135500.0,-2686.965,-139262.02,0.0
2010-07-20,11370757.796,0.0,0.0,11370757.796,0.0,0.0,0.0,0.0
2010-07-21,10571480.208,1136.428,11361440.0,11366781.008,0.0,-2840.36,-3976.788,795300.8
2010-07-22,10561361.808,0.0,11350560.0,11355901.008,-10880.0,0.0,-10880.0,794539.2
2010-07-23,10687841.808,0.0,11486560.0,11491901.008,136000.0,0.0,136000.0,804059.2
2010-07-26,10667605.008,0.0,11464800.0,11470141.008,-21760.0,0.0,-21760.0,802536.0
2010-07-27,11302985.73,1129.877,0.0,11302985.73,-163200.0,-2825.4,-167155.277,0.0
2010-07-28,11302985.73,0.0,0.0,11302985.73,0.0,0.0,0.0,0.0
2010-07-29,10508109.24,1130.17,11298880.0,11299030.84,0.0,-2824.72,-3954.89,790921.6
2010-07-30,10680084.84,0.0,11483800.0,11483950.84,184920.0,0.0,184920.0,803866.0
2010-08-02,10784765.64,0.0,11596360.0,11596510.84,112560.0,0.0,112560.0,811745.2
2010-08-03,10712486.04,0.0,11518640.0,11518790.84,-77720.0,0.0,-77720.0,806304.8
2010-08-04,10777288.44,0.0,11588320.0,11588470.84,69680.0,0.0,69680.0,811182.4
2010-08-05,10722455.64,0.0,11529360.0,11529510.84,-58960.0,0.0,-58960.0,807055.2
2010-08-06,10759841.64,0.0,11569560.0,11569710.84,40200.0,0.0,40200.0,809869.2
2010-08-09,10914370.44,0.0,11735720.0,11735870.84,166160.0,0.0,166160.0,821500.4
2010-08-10,10859537.64,0.0,11676760.0,11676910.84,-58960.0,0.0,-58960.0,817373.2
2010-08-11,10869507.24,0.0,11687480.0,11687630.84,10720.0,0.0,10720.0,818123.6
2010-08-12,11522796.79,1152.38,0.0,11522796.79,-160800.0,-2881.67,-164834.05,0.0
2010-08-13,11522796.79,0.0,0.0,11522796.79,0.0,0.0,0.0,0.0
2010-08-16,10712854.138,1151.592,11513040.0,11518766.938,0.0,-2878.26,-4029.852,805912.8
2010-08-17,10727585.338,0.0,11528880.0,11534606.938,15840.0,0.0,15840.0,807021.6
2010-08-18,10712854.138,0.0,11513040.0,11518766.938,-15840.0,0.0,-15840.0,805912.8
2010-08-19,10722674.938,0.0,11523600.0,11529326.938,10560.0,0.0,10560.0,806652.0
2010-08-20,11382783.859,1137.819,0.0,11382783.859,-142560.0,-2845.26,-146543.079,0.0
2010-08-23,11382783.859,0.0,0.0,11382783.859,0.0,0.0,0.0,0.0
2010-08-24,10583760.099,1135.5,-11357840.0,11378808.899,0.0,-2839.46,-3974.96,795048.8
2010-08-25,10621038.899,0.0,-11323000.0,11413648.899,34840.0,0.0,34840.0,792610.0
2010-08-26,10529275.699,0.0,-11408760.0,11327888.899,-85760.0,0.0,-85760.0,798613.2
2010-08-27,10497732.099,0.0,-11438240.0,11298408.899,-29480.0,0.0,-29480.0,800676.8
2010-08-30,11120144.254,1161.534,0.0,11120144.254,-174200.0,-2903.11,-178264.644,0.0
2010-08-31,11120144.254,0.0,0.0,11120144.254,0.0,0.0,0.0,0.0
2010-09-01,10339427.817,1110.037,11097600.0,11116259.817,0.0,-2774.4,-3884.437,776832.0
2010-09-02,10420058.817,0.0,11184300.0,11202959.817,86700.0,0.0,86700.0,782901.0
2010-09-03,10370257.317,0.0,11130750.0,11149409.817,-53550.0,0.0,-53550.0,779152.5
2010-09-06,10889615.817,0.0,11689200.0,11707859.817,558450.0,0.0,558450.0,818244.0
2010-09-07,10851671.817,0.0,11648400.0,11667059.817,-40800.0,0.0,-40800.0,815388.0
2010-09-08,10780526.817,0.0,11571900.0,11590559.817,-76500.0,0.0,-76500.0,810033.0
2010-09-09,11334148.292,1131.662,0.0,11334148.292,-252450.0,-2829.862,-256411.525,0.0
2010-09-10,11334148.292,0.0,0.0,11334148.292,0.0,0.0,0.0,0.0
2010-09-13,10539747.368,1129.494,11292120.0,11330195.768,0.0,-2823.03,-3952.524,790448.4
2010-09-14,11167539.37,1113.058,0.0,11167539.37,-158760.0,-2783.34,-162656.398,0.0
2010-09-15,11167539.37,0.0,0.0,11167539.37,0.0,0.0,0.0,0.0
2010-09-16,10384311.994,1113.052,-11133300.0,11163642.994,0.0,-2783.325,-3896.377,779331.0
2010-09-17,10403411.494,0.0,-11115450.0,11181492.994,17850.0,0.0,17850.0,778081.5
2010-09-20,10351569.994,0.0,-11163900.0,11133042.994,-48450.0,0.0,-48450.0,781473.0
2010-09-21,10518008.494,0.0,-11008350.0,11288592.994,155550.0,0.0,155550.0,770584.5
2010-09-27,10678989.994,0.0,-10857900.0,11439042.994,150450.0,0.0,150450.0,760053.0
2010-09-28,10698089.494,0.0,-10840050.0,11456892.994,17850.0,0.0,17850.0,758803.5
2010-09-29,10728102.994,0.0,-10812000.0,11484942.994,28050.0,0.0,28050.0,756840.0
2010-09-30,10665347.494,0.0,-10870650.0,11426292.994,-58650.0,0.0,-58650.0,760945.5
2010-10-08,10621691.494,0.0,-10911450.0,11385492.994,-40800.0,0.0,-40800.0,763801.5
2010-10-11,11223518.374,1107.232,0.0,11223518.374,-158100.0,-2767.388,-161974.619,0.0
2010-10-12,11223518.374,0.0,0.0,11223518.374,0.0,0.0,0.0,0.0
2010-10-13,10435657.748,1119.636,-11199160.0,11219598.948,0.0,-2799.79,-3919.426,783941.2
2010-10-14,10499907.567,4556.909,11274480.0,11289121.167,85470.0,-11390.872,69522.219,789213.6
2010-10-15,10556153.967,0.0,11334960.0,11349601.167,60480.0,0.0,60480.0,793447.2
2010-10-18,10607713.167,0.0,11390400.0,11405041.167,55440.0,0.0,55440.0,797328.0
2010-10-19,10532717.967,0.0,11309760.0,11324401.167,-80640.0,0.0,-80640.0,791683.2
2010-10-20,11151662.124,1113.813,0.0,11151662.124,-168840.0,-2785.23,-172739.043,0.0
2010-10-21,11151662.124,0.0,0.0,11151662.124,0.0,0.0,0.0,0.0
2010-10-22,10369316.936,1111.798,-11120760.0,11147770.136,0.0,-2780.19,-3891.988,778453.2
2010-10-25,10899352.032,1136.804,0.0,10899352.032,-244440.0,-2841.3,-248418.104,0.0
2010-10-26,10899352.032,0.0,0.0,10899352.032,0.0,0.0,0.0,0.0
2010-10-27,10135623.718,1085.883,10856120.0,10895552.118,0.0,-2714.03,-3799.913,759928.4
2010-10-28,10176134.518,0.0,10899680.0,10939112.118,43560.0,0.0,43560.0,762977.6
2010-10-29,10178385.118,0.0,10902100.0,10941532.118,2420.0,0.0,2420.0,763147.0
2010-11-01,10286413.918,0.0,11018260.0,11057692.118,116160.0,0.0,116160.0,771278.2
2010-11-02,10261657.318,0.0,10991640.0,11031072.118,-26620.0,0.0,-26620.0,769414.8
2010-11-03,10281912.718,0.0,11013420.0,11052852.118,21780.0,0.0,21780.0,770939.4
2010-11-04,10405695.718,0.0,11146520.0,11185952.118,133100.0,0.0,133100.0,780256.4
2010-11-05,10635256.918,0.0,11393360.0,11432792.118,246840.0,0.0,246840.0,797535.2
2010-11-08,10637507.518,0.0,11395780.0,11435212.118,2420.0,0.0,2420.0,797704.6
2010-11-09,10963844.518,0.0,11746680.0,11786112.118,350900.0,0.0,350900.0,822267.6
2010-11-10,11578792.217,1154.051,0.0,11578792.217,-203280.0,-2885.85,-207319.901,0.0
2010-11-11,11578792.217,0.0,0.0,11578792.217,0.0,0.0,0.0,0.0
2010-11-12,10766521.683,1154.902,11546130.0,11574750.783,0.0,-2886.532,-4041.434,808229.1
2010-11-15,10835992.683,0.0,11620830.0,11649450.783,74700.0,0.0,74700.0,813458.1
2010-11-16,10787362.983,0.0,11568540.0,11597160.783,-52290.0,0.0,-52290.0,809797.8
2010-11-17,11354155.741,1132.667,0.0,11354155.741,-239040.0,-2832.375,-243005.042,0.0
2010-11-18,11354155.741,0.0,0.0,11354155.741,0.0,0.0,0.0,0.0
2010-11-19,10557165.936,1133.175,11328920.0,11350190.336,0.0,-2832.23,-3965.405,793024.4
2010-11-22,10559435.136,0.0,11331360.0,11352630.336,2440.0,0.0,2440.0,793195.2
2010-11-23,10467606.542,2247.654,-11241080.0,11254482.142,-90280.0,-5620.54,-98148.194,786875.6
2010-11-24,11035752.325,1145.866,0.0,11035752.325,-214720.0,-2863.95,-218729.816,0.0
2010-11-25,11035752.325,0.0,0.0,11035752.325,0.0,0.0,0.0,0.0
2010-11-26,10260460.426,1101.774,-11020500.0,11031895.426,0.0,-2755.125,-3856.899,771435.0
2010-11-29,10213637.339,2203.847,10969800.0,10981523.339,-42660.0,-5508.24,-50372.087,767886.0
2010-11-30,10131707.953,2177.436,-10889900.0,10894000.953,-79900.0,-5444.95,-87522.386,762293.0
2010-12-01,10029828.965,2175.814,10759400.0,10782986.965,-103400.0,-5438.175,-111013.989,753158.0
2010-12-02,10044801.965,0.0,10775500.0,10799086.965,16100.0,0.0,16100.0,754285.0
2010-12-03,10136778.965,0.0,10874400.0,10897986.965,98900.0,0.0,98900.0,761208.0
2010-12-06,10117527.965,0.0,10853700.0,10877286.965,-20700.0,0.0,-20700.0,759759.0
2010-12-07,10205226.965,0.0,10948000.0,10971586.965,94300.0,0.0,94300.0,766360.0
2010-12-08,10857394.076,1083.489,0.0,10857394.076,-110400.0,-2709.4,-114192.889,0.0
2010-12-09,10857394.076,0.0,0.0,10857394.076,0.0,0.0,0.0,0.0
2010-12-10,10095867.014,1082.754,10824830.0,10853605.114,0.0,-2706.208,-3788.961,757738.1
2010-12-13,10206611.414,0.0,10943910.0,10972685.114,119080.0,0.0,119080.0,766073.7
2010-12-14,10213000.514,0.0,10950780.0,10979555.114,6870.0,0.0,6870.0,766554.6
2010-12-15,10191703.514,0.0,10927880.0,10956655.114,-22900.0,0.0,-22900.0,764951.6
2010-12-16,10181055.014,0.0,10916430.0,10945205.114,-11450.0,0.0,-11450.0,764150.1
2010-12-17,10232167.814,0.0,10971390.0,11000165.114,54960.0,0.0,54960.0,767997.3
2010-12-20,10253464.814,0.0,10994290.0,11023065.114,22900.0,0.0,22900.0,769600.3
2010-12-21,10298188.514,0.0,11042380.0,11071155.114,48090.0,0.0,48090.0,772966.6
2010-12-22,10238556.914,0.0,10978260.0,11007035.114,-64120.0,0.0,-64120.0,768478.2
2010-12-23,10195962.914,0.0,10932460.0,10961235.114,-45800.0,0.0,-45800.0,765272.2
2010-12-24,10170406.514,0.0,10904980.0,10933755.114,-27480.0,0.0,-27480.0,763348.6
2010-12-27,10103186.855,2167.63,-10840860.0,10862047.055,-64120.0,-5420.43,-71708.06,758860.2
2010-12-28,10078683.855,0.0,-10863760.0,10839147.055,-22900.0,0.0,-22900.0,760463.2
2010-12-29,10020751.983,2166.121,10732500.0,10772026.983,-59540.0,-5413.95,-67120.071,751275.0
2010-12-30,10064694.483,0.0,10779750.0,10819276.983,47250.0,0.0,47250.0,754582.5
2010-12-31,10108636.983,0.0,10827000.0,10866526.983,47250.0,0.0,47250.0,757890.0
2011-01-04,10129561.983,0.0,10849500.0,10889026.983,22500.0,0.0,22500.0,759465.0
2011-01-05,10068879.483,0.0,10784250.0,10823776.983,-65250.0,0.0,-65250.0,754897.5
2011-01-06,10102359.483,0.0,10820250.0,10859776.983,36000.0,0.0,36000.0,757417.5
2011-01-07,10068879.483,0.0,10784250.0,10823776.983,-36000.0,0.0,-36000.0,754897.5
2011-01-10,10154671.983,0.0,10876500.0,10916026.983,92250.0,0.0,92250.0,761355.0
2011-01-11,10173504.483,0.0,10896750.0,10936276.983,20250.0,0.0,20250.0,762772.5
2011-01-12,10181874.483,0.0,10905750.0,10945276.983,9000.0,0.0,9000.0,763402.5
2011-01-13,10211169.483,0.0,10937250.0,10976776.983,31500.0,0.0,31500.0,765607.5
2011-01-14,10299054.483,0.0,11031750.0,11071276.983,94500.0,0.0,94500.0,772222.5
2011-01-17,10332534.483,0.0,11067750.0,11107276.983,36000.0,0.0,36000.0,774742.5
2011-01-18,10319979.483,0.0,11054250.0,11093776.983,-13500.0,0.0,-13500.0,773797.5
2011-01-19,10357644.483,0.0,11094750.0,11134276.983,40500.0,0.0,40500.0,776632.5
2011-01-20,10330441.983,0.0,11065500.0,11105026.983,-29250.0,0.0,-29250.0,774585.0
2011-01-21,10397401.983,0.0,11137500.0,11177026.983,72000.0,0.0,72000.0,779625.0
2011-01-24,10428789.483,0.0,11171250.0,11210776.983,33750.0,0.0,33750.0,781987.5
2011-01-25,10432974.483,0.0,11175750.0,11215276.983,4500.0,0.0,4500.0,782302.5
2011-01-26,10395309.483,0.0,11135250.0,11174776.983,-40500.0,0.0,-40500.0,779467.5
2011-01-27,10355551.983,0.0,11092500.0,11132026.983,-42750.0,0.0,-42750.0,776475.0
2011-01-28,10368106.983,0.0,11106000.0,11145526.983,13500.0,0.0,13500.0,777420.0
2011-01-31,10493656.983,0.0,11241000.0,11280526.983,135000.0,0.0,135000.0,786870.0
2011-02-01,10548061.983,0.0,11299500.0,11339026.983,58500.0,0.0,58500.0,790965.0
2011-02-09,10529229.483,0.0,11279250.0,11318776.983,-20250.0,0.0,-20250.0,789547.5
2011-02-10,10601595.889,2306.032,11673000.0,11418705.889,108000.0,-5765.063,99928.905,817110.0
2011-02-11,10557653.389,0.0,11625750.0,11371455.889,-47250.0,0.0,-47250.0,813802.5
2011-02-14,10528358.389,0.0,11594250.0,11339955.889,-31500.0,0.0,-31500.0,811597.5
2011-02-15,10536728.389,0.0,11603250.0,11348955.889,9000.0,0.0,9000.0,812227.5
2011-02-16,11221188.35,1147.663,0.0,11221188.35,-123750.0,-2869.875,-127767.538,0.0
2011-02-17,11221188.35,0.0,0.0,11221188.35,0.0,0.0,0.0,0.0
2011-02-18,10432125.443,1121.345,-11216250.0,11217262.943,0.0,-2804.062,-3925.407,785137.5
2011-02-21,10333417.943,0.0,-11308500.0,11125012.943,-92250.0,0.0,-92250.0,791595.0
2011-02-22,10396012.943,0.0,-11250000.0,11183512.943,58500.0,0.0,58500.0,787500.0
2011-02-23,10540462.943,0.0,-11115000.0,11318512.943,135000.0,0.0,135000.0,778050.0
2011-02-24,10656022.943,0.0,-11007000.0,11426512.943,108000.0,0.0,108000.0,770490.0
2011-02-25,10711395.443,0.0,-10955250.0,11478262.943,51750.0,0.0,51750.0,766867.5
2011-02-28,10639170.443,0.0,-11022750.0,11410762.943,-67500.0,0.0,-67500.0,771592.5
2011-03-01,10788435.443,0.0,-10883250.0,11550262.943,139500.0,0.0,139500.0,761827.5
2011-03-02,10764360.443,0.0,-10905750.0,11527762.943,-22500.0,0.0,-22500.0,763402.5
2011-03-03,10846215.443,0.0,-10829250.0,11604262.943,76500.0,0.0,76500.0,758047.5
2011-03-04,10838992.943,0.0,-10836000.0,11597512.943,-6750.0,0.0,-6750.0,758520.0
2011-03-07,10800472.943,0.0,-10872000.0,11561512.943,-36000.0,0.0,-36000.0,761040.0
2011-03-08,10942515.443,0.0,-10739250.0,11694262.943,132750.0,0.0,132750.0,751747.5
2011-03-09,10947330.443,0.0,-10734750.0,11698762.943,4500.0,0.0,4500.0,751432.5
